step_factors
0.616977
0.617116
0.510543
0.51043
0.389798
0.423526
0.419842
0.365936
0.375164
0.409227
0.433228
0.388938
0.405949
0.384444
0.557614
0.417474
0.419327
0.34919
0.466405
0.557953
0.455272
0.446801
0.411256
0.500018
0.395658
0.459942
0.52847
0.447842
0.464014
0.673492
0.441287
0.496574
0.392108
0.451928
0.451157
0.294454
0.342833
0.392641
0.415196
0.39282
0.382474
0.441714
0.471016
0.673912
0.468998
0.373559
0.448915
0.352643
0.352095
0.370302
0.319723
0.398519
0.328392
0.332696
0.412432
0.331009
0.280672
0.382236
0.35056
0.328078
0.358571
0.410474
0.404501
0.411229
0.432721
0.448773
0.407427
0.408951
0.467307
0.369531
0.430183
0.424994
0.334857
0.506762
0.352781
0.485286
0.432062
0.408986
0.46332
0.401336
0.512465
0.428117
0.481826
0.420106
0.400231
0.381913
0.427765
0.32234
0.405363
0.434338
0.520318
0.499532
0.33855
0.447208
0.5501
0.3598
0.498346
0.492243
0.370892
0.356602
0.477924
0.487493
0.49044
0.451062
0.421112
0.41448
0.510791
0.423749
0.415198
0.519625
0.444752
0.504301
0.378646
0.370166
0.443824
0.349372
0.367759
0.305212
0.326641
0.490062
0.498657
0.361137
0.512868
0.350915
0.422808
0.433997
0.480177
0.405286
0.434308
0.369245
0.431469
0.416096
0.455402
0.403097
0.439369
0.392577
0.4191
0.469548
0.408672
0.438968
0.427352
0.411738
0.379191
0.449013
0.428379
0.376629
0.393995
0.381759
0.505344
0.584459
0.469222
0.402283
0.449567
0.470359
0.483443
0.488505
0.445531
0.512608
0.50655
0.475931
0.493651
0.385738
0.48523
0.458043
0.445893
0.48693
0.459366
0.543433
0.389677
0.442035
0.379274
0.476972
0.472218
0.528049
0.53569
0.364658
0.478996
0.503584
0.46145
0.546588
0.44363
0.737139
0.518058
0.616191
0.502592
0.521466
0.322919
0.468002
0.399834
0.337052
0.338575
0.393535
0.559338
0.537227
0.428423
0.44922
0.416815
0.551512
0.594711
0.581438
0.543457
0.630285
0.573783
0.623415
0.420424
0.554159
0.362061
0.537773
0.435172
0.447335
0.502049
0.504663
0.432449
0.40793
0.446274
0.547773
0.5005
0.53628
0.666691
0.59759
0.529752
0.453828
0.512258
0.555635
0.465535
0.605096
0.680081
0.728573
0.456563
0.484126
0.414368
0.425265
0.441641
0.369389
0.530871
0.395559
0.482531
0.483526
0.687333
0.522574
0.513243
0.565192
0.76008
0.758009
0.649488
0.649914
0.420298
0.425915
0.412174
0.457098
0.362817
0.394946
0.367818
0.399156
0.514651
0.384616
0.46432
0.365329
0.403672
0.457364
0.372667
0.350539
0.379349
0.413617
0.383849
0.408727
0.380452
0.349948
0.44107
0.379956
0.40718
0.435401
0.421941
0.624584
0.472027
0.523338
0.555535
0.465921
0.506509
0.530163
0.535498
0.464277
0.602954
0.49084
0.62023
0.675865
0.531999
0.486755
0.454184
0.530333
0.631988
0.768883
0.453343
0.53431
0.531188
0.517844
0.443207
0.487257
0.376509
0.3761
0.507634
0.517023
0.497658
0.572839
0.488686
0.462031
0.414903
0.452453
0.483851
0.45223
0.445876
0.462319
0.389916
0.402402
0.458917
0.464627
0.449692
0.44937
0.484474
0.397295
0.349089
0.321981
0.376699
0.493199
0.429156
0.480305
0.528189
0.333067
0.536887
0.480498
0.450477
0.421657
0.481025
0.383527
0.41025
0.373156
0.432469
0.487807
0.454099
0.46815
0.542436
0.431926
0.425638
0.383496
0.643793
0.716281
0.697085
0.738171
0.622246
0.669767
0.529508
0.427095
0.5082
0.490276
0.438245
0.486518
0.50491
0.577271
0.559682
0.53723
0.558473
0.555822
0.471391
0.566033
0.59065
0.404047
0.341497
0.412812
0.407663
0.370792
0.441106
0.430267
0.413616
0.554961
0.779447
0.609817
0.513736
0.416256
0.548197
0.8318
0.654559
0.636075
0.428551
0.479462
0.516996
0.440337
0.507631
0.497165
0.646975
0.697253
0.475283
0.683484
0.493933
0.716136
0.467187
0.459763
0.433911
0.478088
0.740115
0.619716
0.513481
0.405089
0.387764
0.429591
0.391128
0.526154
0.42721
0.463357
0.707091
0.594035
0.460159
0.520071
0.432042
0.483891
0.366258
0.464135
0.375236
0.458342
0.461993
0.501496
0.541303
0.61569
0.450857
0.515326
0.366495
0.364561
0.417939
0.471051
0.472217
0.732894
0.7812
0.798149
0.762198
0.579357
0.542833
0.494792
0.556021
0.508361
0.610137
0.581297
0.567327
0.37728
0.448767
0.464066
0.435172
0.432431
0.395768
0.914976
0.891256
0.586285
0.509724
0.944497
0.650339
0.77009
0.884279
0.934926
0.464102
0.443438
0.562204
1.03409
0.885693
0.789934
0.818891
0.863728
0.728986
0.792813
0.876103
0.854077
0.786195
0.818906
0.757123
0.410675
0.480567
0.385297
0.413017
0.339379
0.352921
0.407045
0.460829
0.446751
0.47708
1.01836
0.831953
1.02326
0.788904
0.535079
0.455995
0.401648
0.469233
0.463911
0.753813
0.841982
1.18061
0.930237
0.735453
0.930053
0.472609
0.477725
0.514029
0.492353
0.524759
0.506895
0.356615
0.414156
0.473661
0.396211
0.454315
0.687953
0.755119
0.703577
0.824167
0.681149
0.53067
0.432348
0.464772
0.396157
0.36566
0.441854
0.307546
0.391227
0.401575
0.3902
0.499309
0.389301
0.486809
0.387457
0.521793
0.545251
0.542828
0.501265
0.442956
0.36362
0.455658
0.994797
1.16199
1.10001
0.996583
1.0297
0.872388
1.0067
1.21125
1.10224
1.14118
0.930966
0.546051
0.877891
0.891275
0.717074
0.675313
0.826663
0.589101
0.425012
0.389178
0.387161
0.461905
0.537781
0.406143
0.48346
0.549656
0.520334
0.490692
0.593387
0.40258
0.461249
0.358555
0.351324
0.373682
0.441581
0.373864
0.491449
0.451638
0.517054
0.525966
